"Month / Year","Segment / Function","Update Date","AI Use Cases","Overall Status","Executive Summary","Key Risks and Issues","Progress on Use Case this period","Details on Change Management","Path Forward","Lead","Status on Change Management","Modified","Modified By","Questions / Assistance Needed from the Working Group"
"September 2025","GTM - Legal","9/30/2025","[]","Green - As per plan or better","In September, AI adoption across Legal Professionals subsegments averaged 84%, toward the 100% target. Internal AI adoption is up 6% compared to August and up 30% YTD across all subsegments. Customer Success leads adoption at 93% (main AI tools being Gainsight and Copilot), SLF is sitting at 90%. Gong Adoption is still averaging around 40% with improvement month over month across subsegments. 
","Gong: Adoption has averaged 40%, an increase of 10%+ from last month. Gong Dashboard fixes are ongoing with hierarchy still being an issue before we can share out the dashboard to managers, 

Gainsight: With Customer Education planning to onboard 60+ folks in October, we need to build out additional AI use cases for this team to help drive fast adoption.","Overall AI@Work - Legal Atrium page is currently in development with the goal to launch in the month of October. We plan to include an AI section in the subsegment News Briefs vs. adding another AI Newsletter as there is information overload and communication fatigue. 

Gong: while ""active user adoption"" remains at 40%, we have seen cost savings of over $1M and 10,068 hours from March-September. (Approximately $143K per month). Gong Hall of Fame Advisor Pages have been launched in SLF, MLF and GLLF, LPE is currently in the works. 

Gainsight: Active usage adoption has increased from August to September, currently only tracking AI CHeat Sheet with other AI functionality being enabled.

Open Arena: our platform for streamlined deal execution and collaboration and more, continues to ramp since launch. Work is in progress to scale the Sixth at a broader level.

Copilot: Business sub-segments have 10-30 licenses each. Early impact indicators are promising - we estimate 1,104–2,208 hours saved per month and 30–50% faster execution across common use cases. Additional licenses have been requested for SLF and GLLF that are still outstanding. ","GONG: Analyzing overall usage data and to start sharing out on a regular basis to increase Adoption. Gov Legal - Gong trainings set for early October with office hours to follow. Work continuing to be done on change management.

GAINSIGHT: Beginning to rollout Customer Education team in H2, change management strategy starting.

Continue knowledge AI adoption support across Advisor and Project Panther Atrium Site have begun. This will help build out additional use cases for quota and non quota carrying rolls. ","GONG: Create weekly reporting to track logins and call recordings with the next steps of setting subsegment-specific adoption targets, align our AI standard to each segment’s engagement model, prioritize high ROI use cases, and expand metrics beyond logins to consider calls recorded, emails synced, AI Ask Me Anything, Asked About a Deal, and other usage measures. Also rolling out Gong to Gov in H2 (100 licenses approved).

GAINSIGHT: In H2, we will onboard LPE CSMs, Customer Education teams (60+ users), additional AI functionality, and plan SLF onboarding in 2026, after the SLF CSM team is has been onboarded.

Open Arena: We will work to increase adoption across all subsegments, scale The Sixth playbook beyond SLF, continue the rollout with business leaders to calibrate each subsegment’s model for ROI, and explore expanding reporting to specific features/chains as reporting becomes available.

Copilot: We will deepen evaluation of priority use cases and outcomes, compare effectiveness across quota- and non–quota-carrying roles, optimize license allocation where ROI is strongest, and expand reporting beyond 8+ days to track specific Copilot feature usage (email, Word, PowerPoint, OneNote, and more).",,"Progressed and being actively managed","10/10/2025 10:50 AM","Kuyper, Cassidy (Legal)",
"September 2025","Data & Analytics","9/30/2025","[]","Green - As per plan or better","Narrowed and grouped opportunities into two high level use cases: code generation for data engineering and data science; and streamlining and automating AI and data governance processes. High level work plan is complete for both use cases. New Head of Data & Analytics endorsed use cases and estimated benefits. PM is tracking use case progress and results. Exploring additional opportunities with other groups, including Data and BI Platform teams.","NA","Broad adoption of GHC among finance and BI platform teams teams are using GHC. Some teams use OpenArena and switch back and forth as some assistants are better for some functions.

Model to generate documentation for informatica workflows has been deployed and is available. It will be used to analyze 4/5 legacy application. Insights to come in September.

Alation AI-enabled Data Catalog - POC for auto enriching data catalog metadata complete. Scaling solution in progress  (column description, classification & domain).

IBM WatsonX Agentic AI for ECM - The scope is to build a Match360 name & address normalization & match service parallel to the existing Enterworks (InfoLinks) service for evaluation as a replacement. Key metric is duplicate accounts.  Martin's last analysis says that ~1.6% of our new accounts result in duplicates.  Of this, ~70% is due to name and address matching issues.  The goal is to eliminate most of that 70%.""
 
On Alation DQ - we did a POC but turns out it wasn't on par with existing Datactics and dint meet our requirements, also evaluated Snowflake DQ alongside but since its not very mature and is very technical for business users - we couldn't go ahead with that either","NA","Setting up future coding sessions on developer tools to aid adoption; the learning day sessions were a success.",,"Progressed and being actively managed","10/10/2025 12:26 PM","Morse, Jonathan R. (TR People)",
"September 2025","Content Ops","9/29/2025","[]","Amber - Delay/Risk/Challenges","1. In Commentary, AI-assisted copy editing is in use for UK & US publications with complete document processing and also files using MS Word track changes functionality. This end-to-end functionality has been moved to production. Team is performing rigorous testing to ascertain if the AI solution can be extended to CAN jurisdictions as well.
2. In Content Acquisition, Judicial Filings Optimization project team released full version of a workflow for ‘Appellate Briefs Content Processing’ for Ohio, Florida and California jurisdictions in production in by Q3 2025. Team is working on remediating few resourcing challenges to move forward faster.
3. In Primary Law, team continues to prioritize and focus on Reimagine initiatives. POC for Codes reimagine focusing on agentic workflow for Bills, showcasing successful Agentic integration into the Content Console has been successfully completed. Additionally, for another in-scope workflow - WWTCL team has completed the acquisition solution for 190 countries with a 95% accuracy.","Issue: AI Assistant for Cases - delayed Q3 2025 milestone as team focused on completing Q2 deliverables; impact on target benefits. [Mitigation Plan: plan in place to complete by mid of October]

Risk: Delay in POC for Reimagine Canada Cases due to resource constraints / prioritization issues. [Mitigation: Escalated to our Technology partners who have confirmed that his will be prioritized]","Commentary: The AI assisted copy-editing solution for US Newsletters is confirmed to go-live on 30th September and US publications is almost ready for go-live (around mid-October)

Primary Law: The Validate Process Workflow (VPW) automation has been completed with a successful go-live on 25th September

DIY: Primary Law, Specialty, Product Delivery and other DIY: Additional capabilities added to Content Console including 11 DIY activities in last month (taking the total count to 38); 3 use cases completed using these capabilities

Reimagine Codes Pathway: A demo on agentic workflow for Bills, showcasing successful Agentic integration into the Content Console has been completed.​ WWTCL team completed the acquisition solution for 190 countries with a 95% accuracy

Reimagine Canada Cases: Team has completed assessment of features on Westlaw Canada to do the current state analysis. Team plans to do a POC as the next step

Knowledge Management: Work in progress to have Ask Connie Chat Bot Go-live; complete integration with MS Teams awaited.","Program-level change management plan was approved. Project-specific change management plans are under review and being finalized. Some projects have plans underway and others are drafting plans.","Acquisition (Judicial Filings) - Trial Docs MVP; Briefs Migration Phase 2 (Federal) 
Primary Law - Automation of West Docket Attorney process that happens to be the next milestone for the project
Commentary - Complete UAT for automation of copy editing for CAN publications; assess the overall accuracy
Specialty - Continue DIY use case development, launching/expanding automation for processing law reviews, news.
DIY Enablement: Release additional capability to Content Console; enable ability to upload/download files within a DIY task; XML Review task enhancements. 
Knowledge Management - Launch Ask Connie bot for general Content Operations use.","Tripathi, Ravi (Content Operations)","Progressed and being actively managed","9/29/2025 8:02 AM","Tripathi, Ravi (Content Operations)","n/a"
"September 2025","Reuters - Editorial","10/3/2025","[]","Amber - Delay/Risk/Challenges","The Newsroom AI program has made significant strides this period, notably with the integration of non-corporate alerting into FactGenie, the launch of a new multilingual CheckMATE UI for translation, now supporting five languages, and the successful launch of Super Summaries for LSEG. Content production such as Drafting AI Assistant and Co-Producer, experienced delays. Co-Producer's delivery of MVP is now expected mid-October. Video understanding initiatives faced challenges due to unclear workflows and technical debt. Overall, the team continues to refine its approach to prompt tuning, product integration, and change management to drive greater adoption and impact.","Key risks include persistent delays in the delivery of critical tools such as Co-Producer and Drafting AI Assistant, and significant technical debt and team structure challenges impeding video understanding advancements. These issues could impact overall timelines and the ability to meet business objectives. Mitigation efforts include ongoing discussions to clarify end-states, increased collaboration between product and editorial teams, and focused change management activities to boost user engagement.","Progress was achieved in integrating non-corporate alerting into FactGenie, providing a model for future journalist and data scientist collaboration, and launching the CheckMATE UI for translation, which now supports five languages with plans for further expansion. Super Summaries were successfully launched for LSEG, publishing across 1,500 companies. However, Drafting AI Assistant and Co-Producer experienced delays, with Drafting shifting to a custom-built solution and Co-Producer's timeline moved to mid-October. Packaging encountered obstacles due to workflow ambiguities and asset association model delays, while video understanding remains stalled due to team structure and technical debt.","Change management is advancing with targeted interventions planned for October, focusing on zero and low users through three training formats: general office hours for support, in-person classroom-style demonstrations, and manager-focused sessions to ensure clarity and alignment. These efforts are concentrated in London and New York, where user engagement is currently lowest, aiming to drive adoption and maximize the impact of AI solutions across the organization.","The immediate focus is on accelerating the delivery of MVPs for Drafting AI Assistant and Co-Producer, resolving workflow and asset association issues in Packaging, and addressing technical and structural challenges in video understanding. Continued expansion of translation capabilities and prompt tuning cycles will support further newsroom and agency development. Change management efforts will intensify, especially targeting low-usage teams in London and New York through tailored training and support sessions to ensure broader adoption and effective utilization of AI tools. The plan is still to close off Packaging, Translation and FactGenie as tracked workstreams by the end of the year. ","Barrett, Jane E. (Reuters)","Progressed and being actively managed","10/3/2025 9:51 AM","Morse, Jonathan R. (TR People)","None"
"September 2025","Reuters - Commercial","9/4/2025","[]","Green - As per plan or better","Momentum continues to build across the Commercial teams as AI Champions deepen their engagement and begin delivering tangible outputs. In September, several champions participated in the Learning Day on September 16, coordinating and running multiple sessions to share knowledge and practical applications of AI tools.

We’ve launched the first edition of the AI-focused Newsletter, a key deliverable from one of the task forces formed within the Champions group. This newsletter aims to spotlight internal use cases, share best practices, and highlight relevant tools and resources.

Additionally, we introduced a new Atrium page dedicated to AI initiatives within Reuters Commercial. This centralized hub serves as a go-to space for updates, materials, and resources related to ongoing and future AI efforts.

","Budget, prioritization
","Marketing: We have introduced marketing team to Landon Balster's team to see how we can leverage Adobe Firefly. 
Sales, Outreach: we're close to initiating pilot for 3 AMERS sellers, and if successful looking to expand across multiple teams with a potential priority on Events/Professional. 
","Na","- Continue expanding the AI Champions program and supporting task force outputs.
- Promote the new Atrium page to encourage broader engagement and visibility.
","Maniglio, Pierpaolo (Reuters)","Progressed and being actively managed","10/10/2025 10:53 AM","Morse, Jonathan R. (TR People)",
"September 2025","Global Services","9/30/2025","RFX Content/Analysis Optimization,Contract Analysis,Services Gateway,Spend Analysis","Green - As per plan or better","1. CoCounsel 2.0 and CoCounsel Drafting Implementation

CoCounsel 2.0 was deployed in Q1, with CoCounsel Drafting scheduled for deployment by the end of Q3-2025. An updated CoCounsel Prompts Library will be deployed to support Sourcing and Supplier & Contract Managers on their contract review and contract drafting activities (October 17). The primary focus for these teams will be Contract Comparison documents, which represents the most time-consuming task in their workflow.

Continuous Improvement Plan (Q4): The CoCounsel Drafting strategy includes potential integrations with Contract Express for template automation and Practical Law for legal playbook automation.

2. RFP Template Generation MVP

The solution is being split into two distinct use cases:

2.1 RFP Proposal Responses Summarization (Delivery: October 2025):
Specific Outcomes: Versatile proposal summarization AI workflow adaptable to multiple proposal categories while maintaining quality standards
MVP Definition: Initial version with clear boundaries around proposal types and complexity levels
Continuous Improvement Plan: Extended version with an AI Agent featuring real-time guidance and RFP FAQ automation

2.2 Intelligent RFP Template Generator (Delivery: Q4 2025):
Concept: Prompt-based testing with available LLMs will assess the feasibility and quality of AI-generated RFP content. If AI output proves unsatisfactory, focus will shift to developing modular, category-specific templates
The original MVP for collaborative RFP template generation was successfully configured in Kronos V2, with UAT completed in May and go-live achieved in the last week of June. With our expertise in Copilot Studio, we are now scaling the solution for comprehensive RFP analysis and generation.

3. Services Gateway Chatbot Development

This development is being split into separate AI agents:

3.1 Travel & Expenses Agent: Deployment scheduled for October 2025

3.2 Procurement Agent:
Focus: E2E Process Orchestration: Deployment scheduled for November 2025
Specific Outcomes: Intelligent agent streamlining end-to-end procurement journey with real-time guidance and FAQ automation
MVP Definition: AI agent in Copilot Studio orchestrating procurement workflows, integrating with existing H2O systems
Timeline: MVP delivery by end of September with continuous improvements in Q4
Continuous Improvement Plan: Incorporate new procurement policy for compliance capabilities upon availability
We are currently developing our internal governance model for AI agents and compiling a comprehensive list of potential use cases to be developed through Q3-H1 2026.","- Complex system integration risks: Integrating the AI solutions with existing systems, databases, and workflows.​
- User Adoption and change management risks: Resistance to change or difficulties in understanding and using the new solution could hinder project success.​
- Technical risk: Algorithm complexity could delay or impact the effectiveness of the solution.""
","In August, Services achieved 73% utilization of key AI tools (CoCounsel V2, OpenArena, MS Copilot 365, and MS Copilot Chat), with CoCounsel V2 reaching 53% adoption among Sourcing and Supplier & Contract Managers, contributing with use cases and opportunities to the Client Zero strategy.","CoCounsel (Next Steps):
•	CoCounsel Core 2.0 Rollout: Phased upgrades through the end of 2025 as they become available.
•	Explore and deploy CoCounsel Drafting ","Q3 Progress & Outlook: The Travel & Expenses AI Agent pilot has been rescheduled from July to September, with development now underway for a Procurement Agent focused on E2E process orchestration. CoCounsel Drafting deployment remains on track for end of Q3-2025, with an updated CoCounsel Prompts Library specifically designed to support contract comparison activities - the most time-intensive task for our Sourcing and Contract Management teams.

RFP Automation Expansion: Following successful UAT completion and June go-live of our RFP Template Generation MVP in Kronos V2, we are now scaling the solution into two specialized use cases: RFP Proposal Responses Summarization (September delivery) and Intelligent RFP Template Generator (Q4 delivery), leveraging our Copilot Studio expertise.

Q4 Strategic Initiatives: Plans include CoCounsel Drafting continuous improvements with potential Contract Express and Practical Law integrations, expanded AI Agents across E2E Procurement, and the Procurement Agent MVP with real-time guidance capabilities integrated with existing H2O systems. We continue benchmarking AI use cases in Procurement across industry peers while developing our internal AI agent governance model and compiling use cases for development through H1 2026.
",,"Just getting started","10/1/2025 10:44 AM","Bullio, Mariano (Operations & Technology)","- The Services team is demanding additional Copilot Licenses to support market research analysis related to sourcing activities"
"September 2025","Professional Services (Corporates)","9/4/2025","[]","Green - As per plan or better","We continue to progress towards the release of our second AI tool which is slated for release in September. Our team members are utilizing our centralized Atrium page for updated information related to the releases and overall Professional Services AI tools and use cases. ","No Risk or issues at this time","We are continuing to collect use cases. We will utilize our new Atrium page to streamline this effort. ","Discussions have evolved into communication efforts for the release of our first two use cases. We are working on internal communications and change management efforts to minimize disruptions. ","Continue to collect use cases, prioritize use cases against operational goals and metrics. ",,"Progressed and being actively managed","9/23/2025 10:11 AM","Morse, Jonathan R. (TR People)",
"September 2025","Latam Editorial","9/30/2025","[]","Green - As per plan or better","As a team we have in our OKR´s the commitment to save around 1.328 hours (110,6 monthly). For September we saved around 221 hours. 
Until now we created 15 agents: 4 in testing, 11 already in use.","Although we have some initiatives with Power Automate, we are still far from having a complete workflow that allows us to achieve all the benefits that the use of AI can bring us. There are activities with no success using AI.","In September the focus was creating agents.","Pushing forward using of AI despite the big volume of work we are having with magazines doctrines.","As we still don´t have workflows with all the automation we need, we will try to approve the budget for next year.","Ono, Juliana Mayumi O. (LatAm)","Fully integrated","9/30/2025 1:28 PM","Ono, Juliana Mayumi O. (LatAm)","Experts who can help us give more traction to automation."
"September 2025","GTM - TAP","9/30/2025","[]","Green - As per plan or better","TAAP is executing a comprehensive strategy to drive AI adoption, productivity, and sales effectiveness through internal AI usage, Gong optimization, and targeted enablement. With a year-end goal of 100% active AI usage, we are leveraging dashboards, new hire AI primer paths, and targeted workflow-centric enablement and training by role, tool, and use case to close usage gaps.

Enhanced Training & Enablement: Our training initiatives now include targeted enablement for GTM roles in Gong and mandatory Gong MindTickle modules for new reps and managers, to help them get started w/ Gong. We are also working with GTM leads and central teams to create comprehensive resource hubs relevant to all GTM segments—not just TAAP—for both Gong and enterprise accessible internal AI tools and resources of relevance to the GTM teams.

Gong AI Use Cases: Gong's AI agents are now central to our rep & manager productivity strategy, including:
-Custom AI briefs that synthesize calls, deals, and accounts for structured knowledge transfer
-Prompt frameworks leveraging AI Call Reviewer for enhanced coaching and AI Deal Reviewer for pipeline qualification
-AI alerts and warnings through Deal Monitor for pipeline health and Deal Predictor for closing likelihood
-Gong AI Transcript analyzer for Product teams to extract conversation insights by product (solution currently in Beta - owned by Commercial Excellence)
-AI generated meeting prep

Other AI Initiatives:
-Aura Copilot discovery (owned by central teams) enabling Seismic users to query sales tools and resources
-ACES Customer Research tool enhancements for pre-call planning across all segments (currently in pilot, owned by Commercial Excellence)

Strategic Expansion: These AI agents eliminate manual work and enhance productivity by integrating seamlessly into GTM workflows, creating an integrated, workflow-centric approach that makes users more effective and efficient in their rep and managerial responsibilities.

Looking ahead, we are prioritizing the latter half of 2025 and early 2026 to focus on non-quota carrying roles and functions, identifying AI opportunities for activities that can be tech-enabled or leverage AI automation.

Key Focus Areas:
-Change management and targeted enablement efforts
-Gong coaching optimization to drive rep performance
-Pipeline management through AI-driven insights and alerts
-Leveraging Gong AI for rep productivity to impact sales metrics and OKRs
-Expanding discovery and AI use case exploration for non-quota carrying roles

This integrated approach positions us to achieve our 100% active usage goal while building scalable AI capabilities across the TAAP organization.","Adoption Gaps: Continued risk of non-compliance with AI usage goals among certain user groups.

Need visibility and access to non active users (blocked due to RLS) to help drive 100% usage.

Resource Hub Fragmentation & Duplication: GTM AI business leads across segments are independently creating resource hubs and curating Gong enablement resources, tools, and videos that could benefit all teams. This creates inefficiency and duplication of efforts. We recommend the central team responsible for Gong ownership create a unified resource hub accessible through Advisor, with capability to link out to segment-specific pages highlighting unique use cases and success stories.

Seismic Aura Copilot Delays: No visible progress updates on the Seismic Aura Copilot bot deployment for Advisor, which would enable sales reps to quickly query and find resources and information through an AI-powered interface. Central teams need to help accelerate this initiative as it benefits all segment GTM teams and is owned by Commercial Excellence.","AI Usage Tracking & Accountability:
-Internal AI dashboard and Gong BI dashboard in use for tracking activity and reviewed with managers and leadership monthly.
-Weekly Manager and Rep Scorecards sent to sales leaders (launched in September)

Targeted Enablement:
MindTickle trainings assigned to non-active users - reps launched in July, managers launched in August
AI primers embedded in all new hire paths (ASE+, ACE+, SDRs) - live as of August
Mini Annual Sales Meeting scheduled for week of September 8th with training sessions focused on Gong manager workflows and rep productivity with AI (curriculum developed in collaboration with training team).

Gong Optimization:
Q3 focus areas in Gong: rep productivity, pipeline reviews, and coaching. Early data shows positive correlation with power and moderate users leveraging these features in Gong and sales metrics (win rate, deal size, etc.).
Salesforce integration expanded and live as of 9/29 with activity write back / sync with critical SF fields.
Gong Engage Pilot live for SDRs
Early development of Gong AI Transcript analyzer for Product teams to extract conversation insights by product.
Started distributing Gong AI top themes to Product organization to provide actionable insights based on Voice of Customer data.
Implementing custom AI briefs, prompt frameworks with AI Call Reviewer for coaching, and AI Deal Reviewer for pipeline qualification.
Deploying AI alerts and warnings through Deal Monitor for pipeline health and Deal Predictor for closing likelihood.

AI Use Case Expansion:
ACES (Agentic Customer Enhanced Signals) pilot feedback received; rollout live and limited to small subset (Tax Mid Market only) pending Salesforce integration development before broader deployment. 
Aura Copilot discovery (owned by central teams) enabling Seismic users to query sales tools and resources. - UPDATE NEEDED ON NEXT STEPS 

Community & Enablement Infrastructure:
Future of TAAP Sales meeting series deployed in September to spotlight reps and managers following recommended workflow integrations using AI and other tech-enabled tools, laying groundwork for future TAAP Champions Network.
TAAP AI Resource Hub in development to centralize tools, use cases, and support (exploring Advisor page accessible to all GTM segments)
Internal AI newsletter being developed as standalone publication (currently a section in channel enablement newsletter). (target launch for resource hub and newsletter in October).

Key Focus: Most progress has centered on enablement and change management efforts to drive sustainable AI adoption across the organization.","As mentioned above:

**Training & Enablement:**
- MindTickle modules deployed to non-active users - reps launched in July, managers launched in August
- AI primers embedded in all new hire paths (ASE+, ACE+, SDRs) now live
- Non-active Gong managers being assigned MindTickle modules 
- Mini Annual Sales Meeting curriculum developed in collaboration with training team for September learning month, focusing on Gong manager workflows and rep productivity with AI

**Communication & Feedback Loops:**
- Internal AI dashboard and Gong BI dashboard reviewed monthly with managers and leadership for activity tracking
-Weekly usage scorecards deployed
- ACES pilot feedback incorporated - limiting rollout to Tax Mid Market pending Salesforce integration
- Gong Engage pilot feedback being addressed for flow complexity and reporting challenges
- Gong AI top themes being distributed to Product organization for actionable Voice of Customer insights

**Engagement & Community:**
- Future of TAAP Sales meeting series launched in september spotlight successful workflow integrations using AI and tech-enabled tools
- TAAP AI Resource Hub in development to centralize tools, use cases, and support
- Internal AI newsletter transitioning from channel enablement newsletter section to standalone publication

**Resource & Infrastructure Development:**
- Comprehensive resource hubs being created with GTM leads and central teams for all GTM segments
- Targeted workflow-centric enablement and training by role, tool, and use case
- New hire AI primer paths established for sustainable onboarding

Most progress has centered on enablement and change management efforts to drive sustainable AI adoption across the organization.","**Immediate Actions (October 2025):**
- Launch standalone internal AI newsletter and resource hub to enhance communication and engagement
- Explore revamped MS365 Copilot strategy (currently only managers + above for select roles)
- Explore hackathon submitted use cases in V0 and copilot studio

**Q4 2025 Priorities:**
- Achieve 100% active AI usage goal through targeted enablement and accountability measures
- Reimagine 1-2 workflows end to end (non quota carrying roles in scope include SDRs, SCs, and Learning & Development)

**Early 2026 Strategic Initiatives:**
- Shift focus to non-quota carrying roles and functions to identify AI automation opportunities
- Scale successful pilot programs (ACES with Salesforce integration, Gong AI Transcript analyzer)
- Accelerate Seismic Aura Copilot deployment through Commercial Excellence partnership

**Ongoing Focus Areas:**
- Continue change management and targeted enablement efforts
- Monitor and optimize Gong AI use cases (coaching, pipeline management, rep productivity) for measurable impact on sales metrics and OKRs
- Expand discovery and exploration of AI applications across all organizational functions

This roadmap positions us to achieve our immediate usage goals while building sustainable, scalable AI capabilities across the entire GTM organization.",,"Progressed and being actively managed","9/30/2025 3:36 PM","WILLIAMS, MAYA (Tax&Accounting Prof)","1. Any updates from other segments or Commercial Excellence received on Aura Copilot (Seismic/Advisors Chatbot for Sales?)
2. Can I (Maya Williams) have visibility and access to users usage (cannot due to RLS today)"
"September 2025","Finance","9/9/2025","AP Helpdesk Chatbot,EIP Automation: month-end close & transactional activities,Automation of contracts, accruals, calculations and payments (AP / Royalties Contract Analysis) ","Green - As per plan or better","- Current activity underway but to be completed within the week- to combine all initiatives (AIvolution use cases, prioritized use cases and all other activities) with true AI tagged into one ""Business Reimagination tracker"" 
- First AI monthly newsletter sent for Finance and CE -- includes resources, tips and tricks, usage data for team, leaderboard, things you should know and upcoming AI events 
- Next newsletter set to be sent 10/8
- AI Certification Program for Finance and CE to be launched week beginning 10/8 with foundational training -- in workday ","n/a","Automation of contracts, accruals, calculations and payments: Continued work on final delvierables. 
Predictive release 9/25
Bundled products 9/25
Predictive/Bundled 12/25

AP Help Desk Chatbot: No major change; working on agentic framework - will be adding commissions; awaiting deployment with a 8/27 production date - finishing UAT
Print Reporting Automation: Determine what field are needed in Semantic and or create a separate model to support Print since different metrics
Financial Sales and Commissionable Sales Reconciliation Automation: addressing pipeline versus financial reconciliations, release in Q3 for MLF
Workforce data enhancements and reporting: Requirements gathering and template design complete ; technical feasibility assessment in progress
EIP Automation: month-end close & transactional activities: Net Outside Services : additional opportunities - execution in progress  ;   assessing role overlaps and duplicate efforts as part of month close optimization
Standard Expense reports / dashboards leveraging Semantic Layer: T&E : completion by end Aug'25
GL : Template design complete 
CE/Finance/Commissions RACI & commisionable versus Financial recon dashboard: Ongoing meetings with CE, Finance & Commissions
ACTION: reimagine for phase 2
","- First AI monthly newsletter sent for Finance and CE -- includes resources, tips and tricks, usage data for team, leaderboard, things you should know and upcoming AI events 
- AI Certification Program for Finance and CE to be launched week beginning 9/15 with foundational training -- in workday 
- Town Hall learning day follow up session  ","n/a","Napolitano, Richard (TR Finance);Goddard, Michael (TR Finance)","Progressed and being actively managed","10/8/2025 8:35 AM","Morse, Jonathan R. (TR People)","n/a"
"September 2025","Strategy","9/24/2025","DealSense (M&A screening),MarketPulse (Competitors landscape monitoring),Automated population of Excel Models (e.g., DCF) from multiple unstructured sources,Automated creation of ppt slides in TR master layout, based on languaged prompt,AI-powered TR-brain (Knowledge Navigator 360, internal and external) — making our accumulated knowledge easily accessible,AI-powered Customer Insights 360,Automated OKR process,AI-powered, automated scenario planning and strategy (vision) setting","Green - As per plan or better","Strategy has defined a new, ambitious set of eight AI use cases: each with substantial impact (for both Strategy and for other functions). Prioritized use cases focus on productivity improvement across key tasks conducted by Strategy. We will now focus on defining the technical requirements and implementation of these use cases.","Resources and time required to implement new use cases; ability of current AI tools to implement the prioritized use cases.","Previous use cases have been reviewed, new use cases have been defined and prioritized for future development.","Ideation has been finalized. Strategy Team now moving to implementation stage (starting with defining technical requirements).","Work with the Transformation Program Team to define technical requirements and launch implementation.","Dill, Nadja (TR Strategy)","Just getting started","9/24/2025 6:37 AM","Kasperczyk, Jakub (TR Strategy)","Assistance required in defining technical requirements and building the solutions."
